recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_title
81,6,2068.61,2,2,2,222,Silver
256,3,1791.15,1,1,1,111,Bronze
52,8,5441.22,2,4,4,244,Silver
41,7,3342.13,3,3,3,333,Gold
66,5,2195.24,2,2,2,222,Silver
48,6,1584.5,2,2,1,221,Silver
43,3,1355.3799999999997,3,1,1,311,Silver
42,6,2951.0199999999995,3,2,3,323,Gold
2,4,2699.7099999999996,4,1,2,412,Platinum
7,4,1195.6099999999997,4,1,1,411,Gold
257,2,3405.099999999999,1,1,3,113,Bronze
141,4,2557.49,1,1,2,112,Bronze
67,3,1318.2600000000004,2,1,1,211,Bronze
211,3,935.0600000000001,1,1,1,111,Bronze
205,4,2113.08,1,1,2,112,Bronze
187,2,950.1199999999999,1,1,1,111,Bronze
24,10,5029.13,3,4,4,344,Gold
23,3,1551.7500000000002,3,1,1,311,Silver
14,10,3573.5,4,4,3,443,Platinum
149,6,1540.0799999999997,1,2,1,121,Bronze
100,2,969.91,1,1,1,111,Bronze
55,3,1197.91,2,1,1,211,Bronze
64,4,721.51,2,1,1,211,Bronze
52,6,2422.29,2,2,2,222,Silver
106,4,2799.419999999999,1,1,2,112,Bronze
87,3,1186.6099999999997,1,1,1,111,Bronze
38,8,5521.409999999999,3,4,4,344,Gold
93,2,1012.1,1,1,1,111,Bronze
78,3,106.49999999999999,2,1,1,211,Bronze
117,8,6456.509999999999,1,4,4,144,Bronze
51,7,2415.24,2,3,2,232,Silver
67,7,5456.97,2,3,4,234,Silver
22,5,3227.1299999999997,3,2,3,323,Gold
11,6,3940.48,4,2,3,423,Platinum
44,9,7616.04,3,4,4,344,Gold
16,7,5147.26,4,3,4,434,Platinum
31,5,3607.6600000000003,3,2,3,323,Gold
239,5,4736.69,1,2,4,124,Bronze
176,3,917.3199999999999,1,1,1,111,Bronze
29,6,1882.9,3,2,2,322,Gold
130,4,2793.27,1,1,2,112,Bronze
2,6,2424.53,4,2,2,422,Platinum
141,5,4113.36,1,2,3,123,Bronze
6,7,5957.779999999999,4,3,4,434,Platinum
20,6,6148.619999999999,3,2,4,324,Gold
12,8,2178.71,4,4,2,442,Platinum
29,13,5336.7300000000005,3,4,4,344,Gold
10,6,4352.37,4,2,4,424,Platinum
3,6,2321.06,4,2,2,422,Platinum
142,5,2825.0,1,2,2,122,Bronze
12,6,5486.1,4,2,4,424,Platinum
90,9,4526.73,1,4,4,144,Bronze
15,5,4757.959999999999,4,2,4,424,Platinum
82,4,1400.32,2,1,1,211,Bronze
20,5,2289.27,3,2,2,322,Gold
37,4,3572.0599999999995,3,1,3,313,Gold
26,4,1292.6000000000001,3,1,1,311,Silver
7,7,4753.51,4,3,4,434,Platinum
27,6,3092.39,3,2,3,323,Gold
5,8,2216.97,4,4,2,442,Platinum
32,5,2152.88,3,2,2,322,Gold
10,9,7024.709999999999,4,4,4,444,Platinum
7,7,3500.74,4,3,3,433,Platinum
16,3,1579.83,4,1,1,411,Gold
94,6,1835.1799999999998,1,2,2,122,Bronze
103,7,2398.25,1,3,2,132,Bronze
63,4,4008.84,2,1,3,213,Silver
53,7,1695.38,2,3,1,231,Silver
74,7,2443.2599999999998,2,3,2,232,Silver
82,1,104.24,2,1,1,211,Bronze
10,6,3581.0000000000005,4,2,3,423,Platinum
6,5,2848.5,4,2,2,422,Platinum
0,7,5351.58,4,3,4,434,Platinum
4,11,8352.16,4,4,4,444,Platinum
75,6,5101.120000000001,2,2,4,224,Silver
5,10,6252.429999999999,4,4,4,444,Platinum
31,8,5075.61,3,4,4,344,Gold
7,3,1924.18,4,1,2,412,Platinum
240,2,719.98,1,1,1,111,Bronze
52,7,3332.65,2,3,3,233,Silver
78,6,3595.9100000000003,2,2,3,223,Silver
83,6,3417.42,2,2,3,223,Silver
231,2,234.35999999999996,1,1,1,111,Bronze
102,5,4713.22,1,2,4,124,Bronze
28,8,2120.42,3,4,2,342,Gold
10,4,1213.75,4,1,1,411,Gold
3,5,3822.2,4,2,3,423,Platinum
20,3,1317.1599999999999,3,1,1,311,Silver
21,3,628.5699999999999,3,1,1,311,Silver
43,6,5170.950000000001,3,2,4,324,Gold
15,9,6736.53,4,4,4,444,Platinum
91,6,3745.36,1,2,3,123,Bronze
114,5,5915.86,1,2,4,124,Bronze
43,6,1905.1599999999999,3,2,2,322,Gold
116,2,1235.26,1,1,1,111,Bronze
88,3,1151.6,1,1,1,111,Bronze
14,9,3363.8700000000003,4,4,3,443,Platinum
74,3,2464.54,2,1,2,212,Silver
8,5,2713.72,4,2,2,422,Platinum
22,6,3853.4199999999996,3,2,3,323,Gold
12,10,5689.86,4,4,4,444,Platinum
3,8,4113.04,4,4,3,443,Platinum
12,2,1550.82,4,1,1,411,Gold
181,3,1906.1499999999994,1,1,2,112,Bronze
28,7,2731.9199999999996,3,3,2,332,Gold
118,2,1736.45,1,1,1,111,Bronze
24,7,2744.3399999999997,3,3,2,332,Gold
64,5,2329.3199999999997,2,2,2,222,Silver
217,4,818.7200000000001,1,1,1,111,Bronze
54,5,1614.09,2,2,1,221,Silver
11,7,2760.28,4,3,2,432,Platinum
48,6,3581.34,2,2,3,223,Silver
178,4,2503.4700000000003,1,1,2,112,Bronze
26,4,839.2700000000002,3,1,1,311,Silver
26,4,1270.94,3,1,1,311,Silver
66,6,2935.68,2,2,3,223,Silver
39,8,5196.33,3,4,4,344,Gold
82,5,1849.91,2,2,2,222,Silver
89,6,4576.53,1,2,4,124,Bronze
75,5,2814.08,2,2,2,222,Silver
12,6,4881.55,4,2,4,424,Platinum
28,5,4337.3099999999995,3,2,4,324,Gold
198,3,2550.9400000000005,1,1,2,112,Bronze
113,5,4177.61,1,2,4,124,Bronze
122,2,1946.8899999999999,1,1,2,112,Bronze
57,4,3372.9699999999993,2,1,3,213,Silver
36,6,3307.48,3,2,3,323,Gold
142,5,2624.5699999999997,1,2,2,122,Bronze
106,3,2724.7200000000003,1,1,2,112,Bronze
215,1,641.64,1,1,1,111,Bronze
19,6,3792.1200000000003,3,2,3,323,Gold
49,9,6263.12,2,4,4,244,Silver
1,9,3474.54,4,4,3,443,Platinum
63,3,2283.8299999999995,2,1,2,212,Silver
107,3,3196.2699999999995,1,1,3,113,Bronze
1,3,798.9,4,1,1,411,Gold
171,4,1796.62,1,1,1,111,Bronze
87,3,1471.7700000000002,1,1,1,111,Bronze
9,10,7075.58,4,4,4,444,Platinum
137,6,4563.95,1,2,4,124,Bronze
36,7,5649.83,3,3,4,334,Gold
16,4,2234.62,4,1,2,412,Platinum
56,7,4939.11,2,3,4,234,Silver
81,4,2405.42,2,1,2,212,Silver
40,8,3067.579999999999,3,4,3,343,Gold
164,2,685.4300000000001,1,1,1,111,Bronze
7,10,5426.7,4,4,4,444,Platinum
33,11,2281.9900000000002,3,4,2,342,Gold
28,6,2396.6999999999994,3,2,2,322,Gold
0,9,3796.53,4,4,3,443,Platinum
10,3,2731.0899999999997,4,1,2,412,Platinum
22,5,2637.41,3,2,2,322,Gold
60,7,5597.109999999999,2,3,4,234,Silver
35,6,4268.320000000001,3,2,4,324,Gold
121,4,2223.44,1,1,2,112,Bronze
3,6,3277.86,4,2,3,423,Platinum
18,2,630.21,4,1,1,411,Gold
57,4,3062.52,2,1,3,213,Silver
114,4,1266.06,1,1,1,111,Bronze
56,7,3873.42,2,3,3,233,Silver
86,6,2721.1400000000003,2,2,2,222,Silver
22,5,972.7900000000001,3,2,1,321,Gold
38,5,2121.64,3,2,2,322,Gold
57,6,2529.62,2,2,2,222,Silver
38,8,1796.6499999999999,3,4,1,341,Gold
24,6,3233.0899999999997,3,2,3,323,Gold
76,3,1475.88,2,1,1,211,Bronze
0,4,3144.999999999999,4,1,3,413,Platinum
48,7,3867.34,2,3,3,233,Silver
59,6,3684.7,2,2,3,223,Silver
15,10,5508.8,4,4,4,444,Platinum
31,6,861.6199999999999,3,2,1,321,Gold
108,5,1917.0099999999998,1,2,2,122,Bronze
19,4,955.44,3,1,1,311,Silver
33,6,3727.0600000000004,3,2,3,323,Gold
131,3,1908.57,1,1,2,112,Bronze
124,2,1127.95,1,1,1,111,Bronze
33,7,5393.83,3,3,4,334,Gold
72,5,3404.3699999999994,2,2,3,223,Silver
143,3,2636.2000000000003,1,1,2,112,Bronze
6,11,6559.709999999999,4,4,4,444,Platinum
65,4,2597.4300000000003,2,1,2,212,Silver
19,6,6362.469999999999,3,2,4,324,Gold
158,2,562.46,1,1,1,111,Bronze
53,3,911.28,2,1,1,211,Bronze
44,10,5004.26,3,4,4,344,Gold
38,5,1281.31,3,2,1,321,Gold
6,6,3423.12,4,2,3,423,Platinum
10,7,4495.52,4,3,4,434,Platinum
97,7,4553.860000000001,1,3,4,134,Bronze
237,1,128.45999999999992,1,1,1,111,Bronze
14,6,4565.33,4,2,4,424,Platinum
42,7,2959.59,3,3,3,333,Gold
31,7,5017.33,3,3,4,334,Gold
2,5,3431.62,4,2,3,423,Platinum
0,5,3265.7500000000005,4,2,3,423,Platinum
5,5,2240.5,4,2,2,422,Platinum
32,5,2349.98,3,2,2,322,Gold
8,4,874.93,4,1,1,411,Gold
65,7,2330.29,2,3,2,232,Silver
198,3,3273.33,1,1,3,113,Bronze
98,4,4557.6,1,1,4,114,Bronze
12,8,10787.599999999999,4,4,4,444,Platinum
18,7,5805.92,4,3,4,434,Platinum
81,5,2331.5199999999995,2,2,2,222,Silver
110,5,2171.73,1,2,2,122,Bronze
106,7,2169.36,1,3,2,132,Bronze
107,4,1429.5,1,1,1,111,Bronze
33,3,978.4200000000001,3,1,1,311,Silver
13,7,1825.83,4,3,1,431,Platinum
24,7,3564.9900000000002,3,3,3,333,Gold
74,6,2251.36,2,2,2,222,Silver
1,8,3961.4,4,4,3,443,Platinum
5,5,4685.84,4,2,4,424,Platinum
69,7,5011.4,2,3,4,234,Silver
32,11,6176.3,3,4,4,344,Gold
66,5,1676.15,2,2,1,221,Silver
46,8,7812.17,2,4,4,244,Silver
24,2,930.46,3,1,1,311,Silver
1,8,3669.9,4,4,3,443,Platinum
69,5,2530.6,2,2,2,222,Silver
2,9,2258.7,4,4,2,442,Platinum
20,8,2551.0499999999997,3,4,2,342,Gold
68,12,9269.16,2,4,4,244,Silver
29,8,4273.54,3,4,4,344,Gold
14,5,1455.39,4,2,1,421,Platinum
4,2,526.7900000000001,4,1,1,411,Gold
32,5,3681.51,3,2,3,323,Gold
17,2,400.47,4,1,1,411,Gold
40,1,133.38,3,1,1,311,Silver
82,5,566.5499999999998,2,2,1,221,Silver
68,4,2182.9800000000005,2,1,2,212,Silver
160,3,1591.3300000000002,1,1,1,111,Bronze
13,7,4645.839999999998,4,3,4,434,Platinum
20,10,6117.049999999999,3,4,4,344,Gold
18,10,5221.26,4,4,4,444,Platinum
3,2,575.15,4,1,1,411,Gold
53,5,3181.1600000000003,2,2,3,223,Silver
182,6,3022.9899999999993,1,2,3,123,Bronze
40,4,1583.19,3,1,1,311,Silver
125,5,2193.8599999999997,1,2,2,122,Bronze
5,5,3488.45,4,2,3,423,Platinum
53,5,1636.3700000000001,2,2,1,221,Silver
26,9,6209.679999999999,3,4,4,344,Gold
160,8,7693.779999999998,1,4,4,144,Bronze
5,5,713.22,4,2,1,421,Platinum
18,5,4263.17,4,2,4,424,Platinum
0,10,6435.1,4,4,4,444,Platinum
16,4,3468.47,4,1,3,413,Platinum
61,5,3479.0099999999998,2,2,3,223,Silver
56,2,2238.37,2,1,2,212,Silver
16,8,3037.58,4,4,3,443,Platinum
56,4,2817.57,2,1,2,212,Silver
120,6,2071.14,1,2,2,122,Bronze
67,7,3553.83,2,3,3,233,Silver
8,7,2314.6000000000004,4,3,2,432,Platinum
37,5,4256.32,3,2,4,324,Gold
28,11,5878.15,3,4,4,344,Gold
31,5,2749.3999999999996,3,2,2,322,Gold
8,11,3819.53,4,4,3,443,Platinum
167,4,1542.0,1,1,1,111,Bronze
95,2,824.2700000000002,1,1,1,111,Bronze
9,6,2962.7599999999998,4,2,3,423,Platinum
41,3,2105.0899999999997,3,1,2,312,Gold
37,8,2724.52,3,4,2,342,Gold
24,3,1909.17,3,1,2,312,Gold
80,6,3446.83,2,2,3,223,Silver
41,8,3855.9300000000003,3,4,3,343,Gold
75,7,5083.41,2,3,4,234,Silver
104,1,199.0999999999999,1,1,1,111,Bronze
1,10,7390.75,4,4,4,444,Platinum
42,7,3839.18,3,3,3,333,Gold
3,6,2827.66,4,2,2,422,Platinum
104,8,3968.52,1,4,3,143,Bronze
46,7,3244.32,2,3,3,233,Silver
104,5,2811.97,1,2,2,122,Bronze
33,4,2018.0400000000002,3,1,2,312,Gold
26,9,5101.55,3,4,4,344,Gold
1,4,222.77999999999994,4,1,1,411,Gold
65,8,3479.18,2,4,3,243,Silver
5,6,3641.91,4,2,3,423,Platinum
70,5,3324.89,2,2,3,223,Silver
133,5,1825.3200000000004,1,2,1,121,Bronze
74,3,1359.4600000000003,2,1,1,211,Bronze
330,1,903.11,1,1,1,111,Bronze
2,7,2637.47,4,3,2,432,Platinum
69,6,2501.8700000000003,2,2,2,222,Silver
27,9,6523.19,3,4,4,344,Gold
37,3,1434.01,3,1,1,311,Silver
3,7,2924.48,4,3,3,433,Platinum
42,6,3172.63,3,2,3,323,Gold
22,7,5171.89,3,3,4,334,Gold
99,5,5400.320000000001,1,2,4,124,Bronze
84,4,2002.85,2,1,2,212,Silver
20,7,5636.08,3,3,4,334,Gold
133,7,3107.3599999999997,1,3,3,133,Bronze
84,5,3519.2200000000003,2,2,3,223,Silver
75,7,4795.51,2,3,4,234,Silver
8,9,10640.3,4,4,4,444,Platinum
56,8,8624.72,2,4,4,244,Silver
202,3,486.60999999999996,1,1,1,111,Bronze
43,8,6918.89,3,4,4,344,Gold
100,3,2606.7000000000003,1,1,2,112,Bronze
129,4,2877.89,1,1,3,113,Bronze
13,3,493.16999999999996,4,1,1,411,Gold
9,2,1182.38,4,1,1,411,Gold
86,4,1597.26,2,1,1,211,Bronze
24,7,4071.8199999999997,3,3,3,333,Gold
139,4,3870.4799999999996,1,1,3,113,Bronze
53,1,1103.43,2,1,1,211,Bronze
33,9,5321.3,3,4,4,344,Gold
3,4,4968.78,4,1,4,414,Platinum
82,6,7651.019999999999,2,2,4,224,Silver
64,4,2236.76,2,1,2,212,Silver
73,10,3220.9000000000005,2,4,3,243,Silver
86,4,1050.28,2,1,1,211,Bronze
37,7,4521.35,3,3,4,334,Gold
12,7,3677.0,4,3,3,433,Platinum
16,7,6165.099999999999,4,3,4,434,Platinum
40,10,8102.62,3,4,4,344,Gold
55,8,3225.0,2,4,3,243,Silver
36,8,2944.09,3,4,3,343,Gold
55,5,1914.1999999999998,2,2,2,222,Silver
2,2,1323.66,4,1,1,411,Gold
37,8,3461.65,3,4,3,343,Gold
16,6,4154.02,4,2,3,423,Platinum
77,5,635.72,2,2,1,221,Silver
32,7,3628.2599999999998,3,3,3,333,Gold
11,6,6738.659999999999,4,2,4,424,Platinum
86,3,2248.0399999999995,2,1,2,212,Silver
29,11,5968.91,3,4,4,344,Gold
100,4,3348.2499999999995,1,1,3,113,Bronze
53,6,3818.36,2,2,3,223,Silver
0,6,4320.299999999999,4,2,4,424,Platinum
77,7,4891.75,2,3,4,234,Silver
135,4,2953.23,1,1,3,113,Bronze
25,12,9739.46,3,4,4,344,Gold
170,5,2317.9900000000002,1,2,2,122,Bronze
19,11,4855.5,3,4,4,344,Gold
13,9,2924.4300000000003,4,4,3,443,Platinum
19,4,2317.27,3,1,2,312,Gold
7,5,4026.12,4,2,3,423,Platinum
23,4,1488.1699999999998,3,1,1,311,Silver
99,3,1225.77,1,1,1,111,Bronze
181,3,1721.0499999999997,1,1,1,111,Bronze
42,4,2602.85,3,1,2,312,Gold
1,5,1681.02,4,2,1,421,Platinum
12,3,1206.35,4,1,1,411,Gold
61,5,4041.6,2,2,3,223,Silver
8,5,3556.15,4,2,3,423,Platinum
41,12,5450.34,3,4,4,344,Gold
67,2,2932.8199999999997,2,1,3,213,Silver
41,8,3512.0299999999997,3,4,3,343,Gold
50,6,2397.3900000000003,2,2,2,222,Silver
55,6,5353.570000000001,2,2,4,224,Silver
23,7,6150.25,3,3,4,334,Gold
5,5,2977.19,4,2,3,423,Platinum
28,2,643.43,3,1,1,311,Silver
84,10,7031.79,2,4,4,244,Silver
216,2,1149.25,1,1,1,111,Bronze
82,5,1162.2399999999998,2,2,1,221,Silver
47,3,1506.34,2,1,1,211,Bronze
2,6,3362.5500000000006,4,2,3,423,Platinum
3,6,1627.2200000000003,4,2,1,421,Platinum
9,8,8499.589999999998,4,4,4,444,Platinum
255,2,1326.1499999999999,1,1,1,111,Bronze
24,8,4834.08,3,4,4,344,Gold
1,7,6051.87,4,3,4,434,Platinum
23,3,1915.23,3,1,2,312,Gold
131,5,3048.1200000000003,1,2,3,123,Bronze
281,2,853.1600000000001,1,1,1,111,Bronze
17,3,2548.92,4,1,2,412,Platinum
29,4,1537.0599999999997,3,1,1,311,Silver
139,4,1319.52,1,1,1,111,Bronze
40,5,3274.29,3,2,3,323,Gold
143,8,4115.36,1,4,3,143,Bronze
11,4,4046.88,4,1,3,413,Platinum
30,6,4428.509999999999,3,2,4,324,Gold
62,7,1871.87,2,3,2,232,Silver
63,9,4326.200000000001,2,4,4,244,Silver
84,5,2307.49,2,2,2,222,Silver
38,8,4244.320000000001,3,4,4,344,Gold
22,7,4938.15,3,3,4,334,Gold
90,7,1411.7,1,3,1,131,Bronze
26,7,4487.52,3,3,4,334,Gold
178,7,3267.5,1,3,3,133,Bronze
13,4,2124.93,4,1,2,412,Platinum
71,3,3089.37,2,1,3,213,Silver
10,5,1860.19,4,2,2,422,Platinum
97,5,694.38,1,2,1,121,Bronze
96,6,2662.39,1,2,2,122,Bronze
33,5,2843.5099999999998,3,2,2,322,Gold
84,4,1179.6100000000001,2,1,1,211,Bronze
16,3,1337.55,4,1,1,411,Gold
84,7,2455.5699999999997,2,3,2,232,Silver
61,6,2779.96,2,2,2,222,Silver
280,4,1469.9599999999998,1,1,1,111,Bronze
80,7,3461.08,2,3,3,233,Silver
76,6,2624.36,2,2,2,222,Silver
218,6,5880.33,1,2,4,124,Bronze
62,5,1718.1200000000003,2,2,1,221,Silver
13,6,2991.52,4,2,3,423,Platinum
42,7,3476.36,3,3,3,333,Gold
68,7,3302.05,2,3,3,233,Silver
78,4,1518.8499999999997,2,1,1,211,Bronze
76,7,5432.4,2,3,4,234,Silver
4,6,2901.97,4,2,3,423,Platinum
59,6,3361.1000000000004,2,2,3,223,Silver
60,9,5073.96,2,4,4,244,Silver
43,4,1221.8500000000001,3,1,1,311,Silver
42,12,6123.29,3,4,4,344,Gold
133,3,748.69,1,1,1,111,Bronze
48,5,160.73000000000002,2,2,1,221,Silver
101,4,3067.06,1,1,3,113,Bronze
87,5,4291.110000000001,1,2,4,124,Bronze
98,8,2781.5599999999995,1,4,2,142,Bronze
68,9,4732.32,2,4,4,244,Silver
136,4,3026.57,1,1,3,113,Bronze
112,3,1931.5,1,1,2,112,Bronze
18,5,2930.5499999999997,4,2,3,423,Platinum
82,6,5354.43,2,2,4,224,Silver
16,6,1507.2999999999997,4,2,1,421,Platinum
25,2,677.1800000000001,3,1,1,311,Silver
78,10,5672.85,2,4,4,244,Silver
10,4,2185.27,4,1,2,412,Platinum
23,8,2511.75,3,4,2,342,Gold
136,5,3334.23,1,2,3,123,Bronze
16,9,2570.54,4,4,2,442,Platinum
2,8,3832.92,4,4,3,443,Platinum
127,5,1363.77,1,2,1,121,Bronze
75,7,4956.610000000001,2,3,4,234,Silver
19,7,4611.39,3,3,4,334,Gold
37,5,3646.2999999999997,3,2,3,323,Gold
28,9,6524.7699999999995,3,4,4,344,Gold
24,5,3042.48,3,2,3,323,Gold
32,8,4965.679999999999,3,4,4,344,Gold
81,8,3652.88,2,4,3,243,Silver
44,7,1501.35,3,3,1,331,Gold
5,5,1420.68,4,2,1,421,Platinum
14,6,2185.44,4,2,2,422,Platinum
3,4,761.47,4,1,1,411,Gold
119,2,1678.39,1,1,1,111,Bronze
15,4,2109.79,4,1,2,412,Platinum
2,8,4666.64,4,4,4,444,Platinum
17,8,3463.54,4,4,3,443,Platinum
258,4,2225.03,1,1,2,112,Bronze
4,5,2059.0,4,2,2,422,Platinum
80,4,1638.5200000000002,2,1,1,211,Bronze
41,7,2769.45,3,3,2,332,Gold
286,2,781.41,1,1,1,111,Bronze
6,7,3889.18,4,3,3,433,Platinum
38,6,3372.1299999999997,3,2,3,323,Gold
102,3,629.2900000000001,1,1,1,111,Bronze
134,2,1444.78,1,1,1,111,Bronze
46,4,1951.0700000000002,2,1,2,212,Silver
24,5,1539.11,3,2,1,321,Gold
19,5,2228.2999999999997,3,2,2,322,Gold
23,5,3538.0499999999997,3,2,3,323,Gold
0,7,3766.3500000000004,4,3,3,433,Platinum
4,9,8086.750000000001,4,4,4,444,Platinum
17,5,2965.28,4,2,3,423,Platinum
103,4,958.58,1,1,1,111,Bronze
60,8,5652.16,2,4,4,244,Silver
9,8,5084.42,4,4,4,444,Platinum
71,7,3036.0499999999997,2,3,3,233,Silver
45,6,3684.4900000000002,2,2,3,223,Silver
58,6,3005.33,2,2,3,223,Silver
20,3,418.0400000000001,3,1,1,311,Silver
43,11,3521.29,3,4,3,343,Gold
97,5,2263.3900000000003,1,2,2,122,Bronze
53,5,3170.4799999999996,2,2,3,223,Silver
25,2,923.0,3,1,1,311,Silver
65,5,2560.9300000000003,2,2,2,222,Silver
54,6,3759.2799999999997,2,2,3,223,Silver
45,3,3531.0899999999997,2,1,3,213,Silver
21,4,1841.07,3,1,2,312,Gold
37,4,2395.71,3,1,2,312,Gold
64,3,2725.13,2,1,2,212,Silver
59,6,1942.36,2,2,2,222,Silver
86,7,4448.07,2,3,4,234,Silver
109,3,539.2499999999999,1,1,1,111,Bronze
5,12,3164.4700000000007,4,4,3,443,Platinum
105,6,3706.4100000000003,1,2,3,123,Bronze
190,4,995.38,1,1,1,111,Bronze
2,10,4973.95,4,4,4,444,Platinum
81,3,1820.71,2,1,1,211,Bronze
55,6,5227.9800000000005,2,2,4,224,Silver
12,4,1714.84,4,1,1,411,Gold
28,7,3240.1999999999994,3,3,3,333,Gold
27,4,2093.21,3,1,2,312,Gold
142,5,3519.51,1,2,3,123,Bronze
48,6,3451.34,2,2,3,223,Silver
62,3,2046.4,2,1,2,212,Silver
229,1,827.1599999999999,1,1,1,111,Bronze
2,7,1764.85,4,3,1,431,Platinum
18,6,2828.17,4,2,2,422,Platinum
12,6,3666.94,4,2,3,423,Platinum
18,5,3258.9500000000003,4,2,3,423,Platinum
21,12,5870.93,3,4,4,344,Gold
9,7,3434.3799999999997,4,3,3,433,Platinum
2,4,1154.0600000000002,4,1,1,411,Gold
46,6,4439.4800000000005,2,2,4,224,Silver
178,5,1829.25,1,2,1,121,Bronze
4,5,3152.29,4,2,3,423,Platinum
92,2,1821.07,1,1,1,111,Bronze
36,6,2744.36,3,2,2,322,Gold
13,7,4366.04,4,3,4,434,Platinum
39,6,2670.1499999999996,3,2,2,322,Gold
168,4,1648.05,1,1,1,111,Bronze
97,4,1168.78,1,1,1,111,Bronze
52,6,3695.64,2,2,3,223,Silver
34,7,3510.7400000000002,3,3,3,333,Gold
70,6,2651.76,2,2,2,222,Silver
313,2,2040.8700000000001,1,1,2,112,Bronze
129,6,5042.0,1,2,4,124,Bronze
9,4,1589.8599999999997,4,1,1,411,Gold
81,6,3622.1000000000004,2,2,3,223,Silver
49,12,6331.35,2,4,4,244,Silver
71,4,1239.28,2,1,1,211,Bronze
34,6,2827.73,3,2,2,322,Gold
174,2,963.6199999999999,1,1,1,111,Bronze
0,6,4865.49,4,2,4,424,Platinum
29,9,4979.39,3,4,4,344,Gold
60,3,2066.6600000000003,2,1,2,212,Silver
32,5,2258.68,3,2,2,322,Gold
117,6,2595.16,1,2,2,122,Bronze
6,10,5020.67,4,4,4,444,Platinum
60,6,4960.36,2,2,4,224,Silver
1,5,1788.9299999999998,4,2,1,421,Platinum
3,6,2882.84,4,2,3,423,Platinum
122,2,221.12,1,1,1,111,Bronze
54,11,6539.78,2,4,4,244,Silver
13,7,2934.7599999999998,4,3,3,433,Platinum
52,4,2073.85,2,1,2,212,Silver
171,4,3242.61,1,1,3,113,Bronze
65,8,4098.59,2,4,3,243,Silver
13,8,5035.8,4,4,4,444,Platinum
115,7,3130.64,1,3,3,133,Bronze
31,3,2156.17,3,1,2,312,Gold
90,4,634.65,1,1,1,111,Bronze
60,6,2514.96,2,2,2,222,Silver
76,7,7965.279999999999,2,3,4,234,Silver
27,6,3918.15,3,2,3,323,Gold
6,2,168.45,4,1,1,411,Gold
32,8,6493.8,3,4,4,344,Gold
22,10,4084.2799999999997,3,4,3,343,Gold
18,6,2137.45,4,2,2,422,Platinum
51,6,2459.7299999999996,2,2,2,222,Silver
11,5,1964.0800000000002,4,2,2,422,Platinum
80,5,3352.53,2,2,3,223,Silver
31,11,4244.099999999999,3,4,4,344,Gold
24,7,4516.55,3,3,4,334,Gold
252,2,763.9000000000001,1,1,1,111,Bronze
35,9,4883.79,3,4,4,344,Gold
24,12,7335.889999999999,3,4,4,344,Gold
2,5,848.7399999999999,4,2,1,421,Platinum
161,6,2266.6599999999994,1,2,2,122,Bronze
12,7,3263.7000000000003,4,3,3,433,Platinum
40,6,4977.7699999999995,3,2,4,324,Gold
40,7,3405.78,3,3,3,333,Gold
38,5,3619.13,3,2,3,323,Gold
150,3,757.25,1,1,1,111,Bronze
3,3,1805.9199999999998,4,1,1,411,Gold
13,7,4578.9,4,3,4,434,Platinum
165,8,2147.2999999999997,1,4,2,142,Bronze
84,8,5739.57,2,4,4,244,Silver
10,5,2441.3699999999994,4,2,2,422,Platinum
126,4,4434.93,1,1,4,114,Bronze
25,6,1039.0299999999997,3,2,1,321,Gold
166,2,1219.8600000000001,1,1,1,111,Bronze
35,7,4515.25,3,3,4,334,Gold
49,5,4691.45,2,2,4,224,Silver
49,7,2784.0,2,3,2,232,Silver
98,7,2259.1600000000003,1,3,2,132,Bronze
36,3,1677.0800000000002,3,1,1,311,Silver
211,5,3055.85,1,2,3,123,Bronze
112,4,2132.3,1,1,2,112,Bronze
41,7,4085.4800000000005,3,3,3,333,Gold
21,7,4572.889999999999,3,3,4,334,Gold
334,1,356.5,1,1,1,111,Bronze
32,3,1919.8300000000002,3,1,2,312,Gold
42,6,4456.949999999999,3,2,4,324,Gold
136,6,4077.2599999999998,1,2,3,123,Bronze
44,7,5159.72,3,3,4,334,Gold
285,2,881.1499999999999,1,1,1,111,Bronze
97,5,4641.27,1,2,4,124,Bronze
26,9,5184.76,3,4,4,344,Gold
0,3,2135.67,4,1,2,412,Platinum
22,4,2257.81,3,1,2,312,Gold
127,2,253.81000000000003,1,1,1,111,Bronze
87,5,3429.5099999999998,1,2,3,123,Bronze
21,8,5387.47,3,4,4,344,Gold
76,5,2355.5899999999997,2,2,2,222,Silver
11,6,4503.35,4,2,4,424,Platinum
29,6,3793.8100000000004,3,2,3,323,Gold
74,7,3020.1,2,3,3,233,Silver
24,6,6524.34,3,2,4,324,Gold
24,11,3081.07,3,4,3,343,Gold
99,1,690.49,1,1,1,111,Bronze
38,9,8834.599999999999,3,4,4,344,Gold
2,8,3914.7,4,4,3,443,Platinum
26,6,7566.249999999999,3,2,4,324,Gold
41,4,1623.4299999999998,3,1,1,311,Silver
38,7,4382.2,3,3,4,334,Gold
94,4,2220.26,1,1,2,112,Bronze
3,6,2620.74,4,2,2,422,Platinum
8,4,2807.58,4,1,2,412,Platinum
99,5,2146.69,1,2,2,122,Bronze
98,6,3921.2599999999998,1,2,3,123,Bronze
138,5,4057.629999999999,1,2,3,123,Bronze
80,6,1507.82,2,2,1,221,Silver
32,6,2755.93,3,2,2,322,Gold
